"BWB id"	"Titel"
"BWBR0008821"	"Reg. meetmiddelen politie"
"BWBR0008821"	"Reg. meetmiddelen politie 1994"
"BWBR0008821"	"Regeling van 25 maart 1994, houdende regels voor de meetmiddelen van de politie"
"BWBR0008825"	"Reg. verbod handel met bepaalde stoffen behandelde dieren en producten"
"BWBR0008830"	"Investeringsreg. markt en concurrentiekracht"
"BWBR0008844"	"Besl. premiedifferentiatie WAO"
"BWBR0008844"	"Besluit van 19 juli 1997 tot vaststelling van een algemene maatregel van bestuur als bedoeld in artikel 78, zesde lid, van de Wet op de arbeidsongeschiktheidsverzekering"
"BWBR0008847"	"Voorschrift Awb par. 6.2.7"
"BWBR0008870"	"Besluit van 18 augustus 1997, houdende de formalisering van enkele maatregelen uit de Arbeidsvoorwaardenovereenkomst sector Rijk 1997-1999"
"BWBR0008903"	"Wsw"
"BWBR0008913"	"Reg. 16 sept. 1997 Stcrt. 1997, 117"
"BWBR0008920"	"Handelsregisterbesl. 1996"
"BWBR0008920"	"Hrb 1996"
"BWBR0008921"	"Subsidiereg. fokverbod varkens 1997"
"BWBR0008946"	"Zorgindicatiebesl."
"BWBR0008946"	"Besluit 2 oktober 1997, Stb 1997, 447"
"BWBR0008946"	"Besluit 2 oktober 1997, Stb. 447"
"BWBR0008946"	"BESLUIT van 2 oktober 1997, houdende regels met betrekking tot het werkterrein, de samenstelling en werkwijze van indicatieorganen"
"BWBR0008952"	"Besl. arbeidsinpassing en begeleiding sociale werkvoorziening"
"BWBR0008954"	"Besluit van 6 oktober 1997, houdende regels inzake de indicatie voor de sociale werkvoorziening"
"BWBR0008963"	"Besluit van 15 oktober 1997, houdende vaststelling van de kerndoelen en adviesurentabel basisvorming voor de periode tot 1 augustus 2003 (Besluit kerndoelen en adviesurentabel basisvorming 1998-2003)"
"BWBR0008964"	"Besl. gegevensverstrekking Mededingingswet"
"BWBR0008972"	"Tijdelijke stimuleringsreg. gecombineerd goederenvervoer 1997"
"BWBR0008985"	"Besluit van 29 oktober 1997, houdende nadere regels inzake deskundigheid van verpleegkundigen, ambulanceverpleegkundigen en mondhygiënisten op het gebied van voorbehouden handelingen."
"BWBR0008985"	"Besl. 29 okt. 1997 Stb. 524"
"BWBR0008994"	"Wet van 6 november 1997 tot aanpassing van bijzondere wetten aan de derde tranche van de Algemene wet bestuursrecht"
"BWBR0008994"	"Aanp.wet AWB 3e tranche"
"BWBR0009027"	"Regl. binnenvisserij"
"BWBR0009027"	"Regl. binnenvisserij 1985"
"BWBR0009027"	"Reglement voor de Binnenvisserij 1986"
"BWBR0009038"	"Besl. vrijstelling combinatieovereenkomsten"
"BWBR0009039"	"Besl. vrijstelling branchebeschermingsovereenkomsten"
"BWBR0009039"	"Besl. vrijstelling branche-beschermingsovereenkomsten"
"BWBR0009052"	"Besluit van 26 november 1997, houdende regels inzake de verstrekking van borgstellingen ter zake van kredieten aan het midden- en kleinbedrijf"
"BWBR0009056"	"Besl. subsidies exportfinancieringsarrangementen"
"BWBR0009066"	"BGDM"
"BWBR0009071"	"Reg. kentekens en kentekenplaten"
"BWBR0009080"	"Besl. lijkbezorging"
"BWBR0009083"	"Wiw"
"BWBR0009092"	"Lozingenbesl. bodembescherming"
"BWBR0009093"	"Besl. vrijstellingen stortverbod buiten inrichtingen"
"BWBR0009093"	"Besluit vrjstelling stortverbod buiten inrichtingen"
"BWBR0009104"	"Regeling van 10 december 1997 houdende voorschriften over de toepassing, plaatsing en uitvoering van verkeerstekens, uitgezonderd verkeerslichten"
"BWBR0009104"	"Uitv.voorschr. BABW"
"BWBR0009141"	"Besl. vrijstellingen samenwerkingsovereenkomsten detailhandel"
"BWBR0009150"	"Besl. parkeerschijf"
"BWBR0009152"	"Bewapeningsreg. politie"
"BWBR0009165"	"Reg. wijziging constructie"
"BWBR0009177"	"Reg. toelating radio-elektrische inrichtingen"
"BWBR0009180"	"Reg. premieheffing WAZ"
"BWBR0009198"	"Besl. gebruik sera en entstoffen"
"BWBR0009218"	"Wet Fiscale Structuurversterking"
"BWBR0009230"	"Besl. bestuurlijke boeten belastingdienst 1998"
"BWBR0009230"	"BBBB (1998)"
"BWBR0009234"	"Besch. casinospelen 1996"
"BWBR0009254"	"Regeling van 22 december 1997, houdende vaststelling van het bedrag als bedoeld in artikel 78b van de Algemene bijstandswet en enige andere wetten"
"BWBR0009255"	"Regl. II ex art. 19 RO"
"BWBR0009263"	"Nadere reg. maximumdagloon en franchises WW"
"BWBR0009267"	"WOOW"
"BWBR0009267"	"Wet Overheidspersoneel onder de Werknemersverz."
"BWBR0009276"	"Wet Kamers van Koophandel en Fabrieken"
"BWBR0009276"	"Wet Kamers van Koophandel en Fabrieken 1997"
"BWBR0009277"	"Besl. instelling, gebiedsindeling en bestuursgrootte kamers van koophandel en fabrieken"
"BWBR0009278"	"Besl. heffingen kamers van koophandel en fabrieken"
"BWBR0009280"	"Besl. aanwijzing registraties gezamenlijke huishouding 1998"
"BWBR0009283"	"Besl. uitbreiding en beperking kring verzekerden Waz"
"BWBR0009298"	"Circulaire saneringsregeling Wet bodembescherming: beoordeling en afstemming van 1 januari 1998"
"BWBR0009344"	"Wik"
"BWBR0009344"	"Regeling Wik"
"BWBR0009348"	"Besluit van 23 januari 1998, houdende goedkeuring van de werkzaamheden van De Nederlandsche Bank N.V. op het gebied van de verwisseling van guldensmunten door euromunten"
"BWBR0009386"	"Arbeidstijdenbesl. vervoer"
"BWBR0009396"	"Arbeidsbesl. 1920"
"BWBR0009398"	"Gevangenismaatregel 1999"
"BWBR0009451"	"Subsidiereg. energievoorzieningen in de non-profit en bijzondere sectoren 1998"
"BWBR0009455"	"Wet van 12 maart 1998, houdende regels inzake de verstrekking van subsidies door de Minister van Volksgezondheid, Welzijn en Sport op het terrein van de volksgezondheid"
"BWBR0009461"	"Regeling gebruikelijke vakantieduur"
"BWBR0009461"	"Reg. gebruikelijke vakantieduur ABW"
"BWBR0009511"	"Wijzigingswet Vreemdelingenwet en enige andere wetten (koppeling aanspraak van vreemdelingen jegens bestuursorganen op verstrekkingen"
"BWBR0009523"	"Planningsbesl. in-vitrofertilisatie"
"BWBR0009525"	"Wijzigingswet  Wet op het basisonderwijs, enz. in verband met het totstandbrengen van onder meer een Wet op het primair onderwijs en een Wet op de expertisecentra"
"BWBR0009542"	"Herstructureringswet Varkenshouderij"
"BWBR0009542"	"Wet van 9 april 1998, houdende regels inzake een stelsel van varkensrechten en een heffing ter zake van het houden van varkens"
"BWBR0009544"	"Wet van 9 april 1998, houdende regels met betrekking tot de inburgering van nieuwkomers in de Nederlandse samenleving"
"BWBR0009565"	"REA"
"BWBR0009573"	"Besluit van 24 april 1998, houdende uitvoering van de EG-kaderrichtlijn luchtkwaliteit"
"BWBR0009581"	"Reg. permanente eisen"
"BWBR0009609"	"Reïntegratie-instrumenten-besl. Wet REA"
"BWBR0009609"	"Reïntegratie-instrumentenbesluit"
"BWBR0009609"	"Reïntegratieinstrumentenbesluit Wet REA"
"BWBR0009609"	"Reïntegratie-instrumentenbesluit Wet REA"
"BWBR0009609"	"Besluit van 12 mei 1998 tot vaststelling van een algemene maatregel van bestuur als bedoeld in de artikelen 15, 18, 22, 29, 31 en 32 van de Wet op de (re)ïntegratie arbeidsgehadicapten"
"BWBR0009611"	"Wet van 14 mei 1998, houdende voorschriften betreffende onder meer instelling van voortgezette kunstopleidingen op het gebied van de muziek met ingang van het studiejaar 1998-1999"
"BWBR0009612"	"Wet flex"
"BWBR0009612"	"Wet Flexibiliteit en Zekerheid overgangsbepalingen"
"BWBR0009612"	"Overgangswet flexibiliteit en zekerheid"
"BWBR0009612"	"OW Flex en Zekerheid"
"BWBR0009612"	"OW flexibiliteit en zekerheid"
"BWBR0009633"	"Besl. horeca-, sport- en recreatie-inrichtingen milieubeheer"
"BWBR0009637"	"Wet tegemoetkoming schade bij rampen en ongevallen"
"BWBR0009640"	"Flora & Faunawet"
"BWBR0009640"	"Wet van 25 mei 1998 houdende regels ter bescherming van in het wild levende planten- en diersoorten"
"BWBR0009640"	"Wet van 25 mei 1998, houdende regels ter bescherming van in het wild levende planten- en diersoorten"
"BWBR0009641"	"Nbw1998"
"BWBR0009641"	"Nb-wet 1998"
"BWBR0009641"	"Wet van 25 mei 1998, houdende nieuwe regelen ter bescherming van natuur en landschap Vervanging van Natuurbeschermingswet"
"BWBR0009642"	"Planwet verkeer"
"BWBR0009655"	"Boetebesl. inburgering nieuwkomers"
"BWBR0009669"	"Warenwetbesl. meel en brood"
"BWBR0009670"	"Besl. subsidies CO2-reductieplan"
"BWBR0009675"	"Warenwetbesl. vlees, gehakt en vleesproducten"
"BWBR0009686"	"Wet onbetaald verlof"
"BWBR0009705"	"Besl. hardheidsgevallen herstructurering varkenshouderij"
"BWBR0009705"	"Besluit hardheidsgevallen"
"BWBR0009705"	"Besluit hardheidsgevallen herstructurering varkenshouders"
"BWBR0009709"	"Pbw"
"BWBR0009709"	"Erkenningsreg. penitentiair programma"
"BWBR0009723"	"Besluit van 24 juni 1998 tot vaststelling van een algemene maatregel van bestuur als bedoeld in artikel 66a van de Algemene nabestaandenwet"
"BWBR0009750"	"Wet op de toegang tot de ziektekostenverzekering 1998"
"BWBR0009752"	"Wet van 1 juli 1998 tot wijziging van de Huisvestingswet, de Woningwet en enige andere wetten in verband met de integratie van de woonwagen- en wooschepenregelgeving"
"BWBR0009755"	"Elekticiteitswet"
"BWBR0009768"	"Bekostigingsbesl. inburgering nieuwkomers"
"BWBR0009808"	"Besl. starterskrediet arbeidsgehandicapten"
"BWBR0009810"	"Wet Overleg Huurders Verhuurder"
"BWBR0009818"	"Subsidiereg. sanering verzamelcentra varkens"
"BWBR0009874"	"Besl. staten pensioenfondsen"
"BWBR0009888"	"Besl. Rijksgebouwendienst"
"BWBR0009895"	"Regeling nadere vooropleidingeisen hoger onderwijs 1998"
"BWBR0009913"	"Besl. 21 sept. 1998 Stb. 556"
"BWBR0009918"	"Wet tot wijziging van de Woningwet inzake vergunningvrije bouwwerken in beschermde stads- en dorpsgezichten"
"BWBR0009922"	"Collectieve Garantieregeling van Kredietinstellingen voor Terugbetaalbare Gelden en Beleggingen"
"BWBR0009935"	"Besl. detailhandel en ambachtsbedrijven milieubeheer"
"BWBR0009936"	"Besl. specifieke uitkeringen maatschappelijke opvang, vrouwenopvang en verslavingsbeleid"
"BWBR0009950"	"Tele-communicatiewet"
"BWBR0009950"	"Wet van 19 oktober 1998, houdende regels inzake de telecommunicatie"
"BWBR0009992"	"Besl. overgangsrecht Telecommunicatiewet"
"BWBR0009992"	"Besluit van 10 november 1998, houdende overgangsrechtelijke bepalingen krachtens hoofdstuk 20 van de Telecommunicatiewet"
"BWBR0009994"	"Besl. nummerportabiliteit"
"BWBR0009996"	"Besluit van 10 november 1998, houdende regels met betrekking tot universele dienstverlening"
"BWBR0009996"	"Besl. universele dienstverlening"
"BWBR0009997"	"Frequentiebesl."
"BWBR0009998"	"Besl. ONP huurlijnen en telefonie"
"BWBR0009998"	"Besluit van 10 november 1998, houdende regels ter uitvoering van de artikelen 6.9, vijfde lid, 7.1 en 7.5 van de Telecommunicatiewet"
"BWBR0009998"	"BOHT"
"BWBR0009999"	"Besl. aftappen openbare telecommunicatienetwerken en -diensten"
"BWBR0010000"	"Besl. tegemoetkoming schade bij rampen en zware ongevallen"
"BWBR0010000"	"Besluit tegemoetkoming schade bij rampen en zware regenvallen"
"BWBR0010009"	"Besluit Staatstoezicht Volksgezondheid van 16 juli 1958"
"BWBR0010010"	"Besl. milieuverslaglegging"
"BWBR0010041"	"Conceptvoorstel Experimentenwet"
"BWBR0010051"	"Besluit aanmelding CAO's en verzoeken om algemeen verbindend verklaring"
"BWBR0010062"	"Ontslagbesl."
"BWBR0010062"	"Ontslagbesluit 1998"
"BWBR0010062"	"Ontslagbesluit UWV"
"BWBR0010065"	"Besl. milieusubsidies"
"BWBR0010111"	"Regeling tegemoetkoming schade bij de tweede extreem zware regenval"
"BWBR0010111"	"Regeling tegemoetkoming schade bij tweede extreem zware regenval"
"BWBR0010112"	"Reg. oogstschade 1998"
"BWBR0010133"	"Besluit houdende bepalingen ter uitvoering van art. 46"
"BWBR0010133"	"Besl. houdende bepalingen ter uitvoering van"
"BWBR0010149"	"Beëidigingsregeling varkensbedrijven in de EHS"
"BWBR0010149"	"Beëindigingsreg. varkensbedrijven in de EHS"
"BWBR0010149"	"Beëindigingsregeling varkensbedrijven"
"BWBR0010169"	"Wet van 24 december 1998houdende regelen ter beheersing en versnelling van de procedures inzake de aanleg van de vijfde baan van de Luchthaven Schiphol"
"BWBR0010171"	"Reg. tijdelijk verlaten inrichting"
"BWBR0010173"	"Subsidiereg. ministerie van buitenlandse zaken 2006"
"BWBR0010178"	"Wet van 24 december 1998, houdende regels inzake de verstrekking van subsidies door de Minister van Buitenlandse Zaken en de Minister voor Ontwikkelingssamenwerking"
"BWBR0010182"	"BUB"
"BWBR0010182"	"BUB 1999"
"BWBR0010182"	"KB van 24 december 1998"
"BWBR0010182"	"Besluit uitbreiding en beperking kring verzekerden volksverzekerden 1999 (Stb. 1998, 746)"
"BWBR0010182"	"Besluit uitbreiding en beperking kring verzekerden volksverzekering (KB 164)"
"BWBR0010182"	"Besluit uitbreiding en beperking kring verzekerden volksverzekeringen (Stb. 1998"
"BWBR0010182"	"Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999 (Stb. 1998"
"BWBR0010182"	"Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999 (Stb. 1998, 746)"
"BWBR0010194"	"Nadere reg. toezicht effectenverkeer 1999"
"BWBR0010194"	"Nadere Regeling toezicht effectenverkeer"
"BWBR0010194"	"NR 1999"
"BWBR0010205"	"Besluit van toepassingverklaring Wet tegemoetkoming schade bij rampen en zware ongevallen"
"BWBR0010256"	"en recherchebureaus Reg. particuliere beveiligingsorganisaties"
"BWBR0010256"	"Reg. particuliere beveiligingsorganisaties en recherchebureaus"
"BWBR0010270"	"Keuringsbesluit vaarbewijzen binnenvaart"
"BWBR0010278"	"Reg. milieugerichte technologie 1999"
"BWBR0010310"	"Reg. homeopathische farmaceutische producten"
"BWBR0010310"	"Regeling homeopathische farmaceutische producten van 4 maart 1999"
"BWBR0010310"	"Regeling homeopatische farmaceutische producten"
"BWBR0010334"	"Besl. vergoedingen Telecommunicatiewet"
"BWBR0010346"	"Arbo-wet"
"BWBR0010346"	"Arbowet 1980"
"BWBR0010378"	"Besl. waarschuwing"
"BWBR0010388"	"WN 1999"
"BWBR0010388"	"WNA"
"BWBR0010424"	"Wet van 22 april 1999, houdende regels inzake het treffen van voorzieningen ten behoeve van remigratie"
"BWBR0010444"	"Wet Jaarlijkse Huurverhogingen"
"BWBR0010451"	"Besluit milieu-effectrapportage 1999"
"BWBR0010451"	"Gewijzigde Besluit m.e.r. 1994"
"BWBR0010451"	"gewijzigde Besluit milieueffectrapportage 1994"
"BWBR0010451"	"Gewijzigde Besluit milieu-effectrapportage 1994"
"BWBR0010456"	"Besl. reorganisatie openbaar ministerie en instelling landelijk parket"
"BWBR0010463"	"Regeling incidentele middelen voor achterstallig onderhoud van scholen voor voortgezet onderwijs"
"BWBR0010475"	"Besl. risico's zware ongevallen"
"BWBR0010475"	"Besluit risico's zware ongevallen"
"BWBR0010476"	"Wet van 27 mei 1999"
"BWBR0010476"	"Wet herziening gerechtelijk vooronderzoek"
"BWBR0010478"	"Wet van 27 mei 1999 tot wijziging van het Wetboek van Strafvordering"
"BWBR0010478"	"Wet bijzondere opsporingsbevoegdheden"
"BWBR0010585"	"Besl. verplichte verzekering bij medisch-wetenschappelijk onderzoek met mensen"
"BWBR0010600"	"DMG"
"BWBR0010608"	"Verordening zelfcontrole runderen op het verbod gebruik bepaalde stoffen"
"BWBR0010617"	"BMD"
"BWBR0010654"	"Aanw.syst. FW"
"BWBR0010692"	"Reg. nadeelcompensatie V en W 1999"
"BWBR0010725"	"Aanwijzing cursus proefdierkunde"
"BWBR0010748"	"Bozb"
"BWBR0010759"	"Wijzigingswet Wegenverkeerswet 1994"
"BWBR0010807"	"Wet 28 okt. 1999 Stb. 469"
"BWBR0010859"	"Besluit van 13 november 1999 houdende het treffen van een overgangsvoorziening in verband met het vervallen van het functioneel leeftijdsontslag en de daarmee verband houdende uitkering in de sector Rijk ter formalisering van een afspraak terzake in de Arbeidsvoorwaardenovereenkomst sector Rijk 1999-2000 (Besluit overgangsrecht FLO-functies)"
"BWBR0010892"	"Regeling medisch-specialistische zorg"
"BWBR0010892"	"Regeling medisch-specialistische zorg ZFW"
"BWBR0010892"	"Reg. medisch specialistische zorg ZFW"
"BWBR0010892"	"Reg. medisch-specialistische zorg ZFW"
"BWBR0010901"	"Reg. WIK"
"BWBR0010955"	"Wijzigingswet Wet Personenvervoer voor het Taxivervoer"
"BWBR0010960"	"Reg. tijdvak en inkomen Ziekenfondsverz. zelfstandigen"
"BWBR0010974"	"Besluit technische hulpmiddelen bijzondere opsoringsbevoegdheden"
"BWBR0010975"	"Besl. bewaren en vernietigen niet-gevoegde stukken"
"BWBR0010975"	"Besluit bewaren en vernietigen niet gevoegde stukken"
"BWBR0010975"	"Besluit bewaren niet-gevoegde stukken"
"BWBR0010994"	"Besl. in- en doorstroombanen"
"BWBR0010999"	"Subsidiereg. natuurbeheer 2000"
"BWBR0011000"	"Subsidiereg. Agrarisch Natuurbeheer"
"BWBR0011018"	"Besl. vergoedingen rechtsbijstand 2000"
"BWBR0011029"	"Belastingplan 2000"
"BWBR0011032"	"Wsg"
"BWBR0011032"	"Wet sociale zekerheidsrechten gedetineerden"
"BWBR0011061"	"Reg. technische maatregelen"
"BWBR0011123"	"Besl. verstrekking gegevens telecommunicatie"
"BWBR0011133"	"Lozingenbesl. open teelt en veehouderij"
"BWBR0011136"	"Besl. extramurale vrijheidsbeneming en sociale zekerheid"
"BWBR0011158"	"Erkenningsregeling-APK"
"BWBR0011158"	"Erkenningsreg. APK"
"BWBR0011207"	"Verordening van het Hoofdbedrijfschap Ambachten houdende regels over verstrekking van subsidies in het kader van het project Over de digitale drempel (Subsidieverordening Over de digitale drempel)"
"BWBR0011217"	"Besl. klachtencommissie vergunninghouders interlandelijke adoptie"
"BWBR0011234"	"Reg. beëindiging veehouderijtakken"
"BWBR0011261"	"Besl. randapparaten en radioapparaten"
"BWBR0011288"	"Reg. aanvraag vergunning voor IMT-2000"
"BWBR0011323"	"Tijdelijk besl. loonsuppletie WW"
"BWBR0011334"	"Besluit van 28 april 2000, houdende regels betreffende de postale dienstverlening"
"BWBR0011334"	"Postbesl."
"BWBR0011353"	"Wet van 11 mei 2000 tot vaststelling van de Wet inkomstenbelasting 2001"
"BWBR0011353"	"IB 2001"
"BWBR0011354"	"Invoeringswet IB 2001"
"BWBR0011362"	"Reg. eisen geschiktheid 2000"
"BWBR0011389"	"Boetebesl. werkgevers Coïrd.WSV"
"BWBR0011389"	"Boetebesl. werkgevers Coörd.WSV"
"BWBR0011389"	"Boetebesluit werkgevers"
"BWBR0011389"	"Boetebesluit werkgevers CSV"
"BWBR0011409"	"Besl. inrichtingen voor motorvoertuigen milieubeheer"
"BWBR0011417"	"Besl. opslag- en transportbedrijven milieubeheer"
"BWBR0011453"	"Wet van 29 juni 2000, houdende intrekking van de Wet op de studiefinanciering en vervanging door de Wet studiefinanciering 2000"
"BWBR0011468"	"WBPg"
"BWBR0011470"	"WPV 2000"
"BWBR0011478"	"Schattingsbesl. arbeidsongeschiktheidswetten"
"BWBR0011478"	"Schattingsbesluit 2004"
"BWBR0011478"	"Schattingsbesluit arbeidsongeschiktheidswetten 2004"
"BWBR0011478"	"Schattingsbesluit2004"
"BWBR0011478"	"Besluit van 8 juli 2000, Stb. 307"
"BWBR0011481"	"Transactiebesl. milieudelicten"
"BWBR0011512"	"Regeling toezichtskosten Wte 1995"
"BWBR0011529"	"Besl. bouw- en houtbedrijven milieubeheer"
"BWBR0011529"	"Besluit van 22 juli 2000, houdende regels voor inrichtingen voor bouwbedrijven en houtbewerkingsbedrijven"
"BWBR0011531"	"Besl. aanpassing arbeidsduur militairen"
"BWBR0011545"	"Besluit van 5 augustus 2000, houdende intrekking van het Besluit studiefinanciering en vervanging door het Besluit studiefinanciering 2000 ter uitvoering van de Wet studiefinanciering 2000"
"BWBR0011545"	"Besl. studiefinanciering 2000"
"BWBR0011595"	"Reg. studiefinanciering 2000"
"BWBR0011641"	"Verordening van de Sociaal-Economische Raad van 15 september 2000"
"BWBR0011673"	"Aanwijzingsregeling toezichthoudende ambtenaren en ambtenaren met specifieke uitvoeringstaken op grond van SZW-wetgeving"
"BWBR0011680"	"REGELING VOOR- EN VROEGSCHOOLSE EDUCATIE"
"BWBR0011700"	"Besluit inrichtingseisen Drank- en Horecawet"
"BWBR0011708"	"Boetebesl. sociale zekerheidswetten"
"BWBR0011708"	"Boetebesluit"
"BWBR0011708"	"Boetebesluit sociale zekerheidswetten"
"BWBR0011721"	"Subsidiereg. Openbare Inland Terminals"
"BWBR0011756"	"Beginselenwet Justitiële Inrichtingen"
"BWBR0011756"	"Bjj"
"BWBR0011788"	"Wet van 15 november 2000 ter stimulering van integrale stedelijke vernieuwing"
"BWBR0011823"	"VW 2000"
"BWBR0011823"	"Vw2000"
"BWBR0011823"	"Vw"
"BWBR0011824"	"Invoeringswet Vw 2000"
"BWBR0011825"	"Vb"
"BWBR0011825"	"VB 2000"
"BWBR0011825"	"Vreemdelingenbesl."
"BWBR0011825"	"Vreemdelingenbesl. 2000"
"BWBR0011837"	"Regeling subsidies AWBZ en Zfw"
"BWBR0011837"	"Reg. subsidies AWBZ en Ziekenfondswet"
"BWBR0011841"	"Warenwetbesl. bestuurlijke boeten"
"BWBR0011849"	"Besluit lokinstrumenten"
"BWBR0011849"	"Bbsd"
"BWBR0011849"	"Besluit van 28 november 2000, houdende regels voor beheer en de bestrijding van schade aangericht door dieren"
"BWBR0011851"	"Aanwijzingsbesluit dier- en plantensoorten"
"BWBR0011851"	"Besluit van 28 november 2000, houdende aanwijzing van dier- en plantensoorten ingevolge de Flora- en faunawet"
"BWBR0011853"	"Besluit vrijstelling beschermde dieren- en plantensoorten"
"BWBR0011853"	"Besluit van 28 november 2000 houdende regels voor het bezit en vervoer van en de handel in beschermde dier- en plantensoorten"
"BWBR0011853"	"Besl. vrijstelling beschermde dier- en plantensoorten"
"BWBR0011943"	"Wet van 13 december 2000 tot wijziging van de Ziekenfondswet en enige andere wetten in verband met de instelling van een onafhankelijk College van toezicht op de zorgverzekeringen"
"BWBR0012002"	"VV 2000"
"BWBR0012031"	"Uitv.reg. IB 2001"
"BWBR0012059"	"Uitv.reg. LB 2001"
"BWBR0012066"	"Uitv.besl. IB 2001"
"BWBR0012076"	"Reg. uitzettingen en derivaten decentrale overheden"
"BWBR0012092"	"Bpf 2000"
"BWBR0012092"	"Wet Bpf"
"BWBR0012092"	"Wet BPF"
"BWBR0012092"	"Wet verplichte deelneming in een bedrijfstakpensioenfonds"
"BWBR0012095"	"Besl. tvvdb 2001"
"BWBR0012096"	"Besl. winstbepaling en reserves verzekeraars 2001"
"BWBR0012096"	"Besl. winstbepaling reserves verzekeraars 2001"
"BWBR0012197"	"Gdw"
"BWBR0012221"	"Regels van de Minister van Justitie inzake het toekennen en beschikbaar stellen van gelden ten behoeve van de financiële beloning van informanten, burgerinfiltranten, burgerpseudokopers, burgerpseudodienstverleners en tipgevers, alsmede voor het toekennen en beschikbaar stellen van toon-, pseudokoop-, opkoop- en andere bijzondere gelden ter ondersteuning van de opsporing"
"BWBR0012222"	"Besluit van 6 februari 2001, houdende vaststelling van de regels rond het recht op een bijzonder militair invaliditeitspensioen vanaf het bereiken van de leeftijd van 65 jaar en op bijzonder militair nabestaandenpensioen"
"BWBR0012260"	"Besluit van 16 februari 2001 houdende wijziging van het Algemeen Rijksambtenarenreglement en enkele andere besluiten in verband met de formalisering van de Arbeidsvoorwaardenovereenkomst sector Rijk 2000-2001"
"BWBR0012358"	"Besluit van 27 maart 2001 van de Staatssecretaris van Justitie strekkende tot wijziging van de Rva 1997"
"BWBR0012358"	"Besl. 6 dec. 1999 Stcrt. 1999, nr. 237"
"BWBR0012360"	"Besluit van 27 maart 2001 van de Staatssecretaris van Justitie strekkende tot wijziging van de ROA"
"BWBR0012360"	"Wijzigingsbesluit ROA"
"BWBR0012438"	"Wet van 26 april 2001, houdende intrekking van de Wet tegemoetkoming studiekosten en vervanging door de Wet tegemoetkoming onderwijsbijdrage en schoolkosten"
"BWBR0012446"	"Regeling van 27 april 2001, houdende regels inzake de verstrekking van subsidies aan ondernemers in het midden- en kleinbedrijf ter bevordering van de toepassing van nieuwe technologieën"
"BWBR0012461"	"Besluit van 7 mei 2001, houdende aanwijzing van verwerkingen van persoonsgegevens die zijn vrijgesteld van de melding bedoeld in artikel 27 van de Wet bescherming persoonsgegevens"
"BWBR0012467"	"UAR 2001"
"BWBR0012468"	"Bregaw"
"BWBR0012472"	"Besl. vergoedingen en tegemoetkoming leden alg. bestuur waterschap"
"BWBR0012525"	"Regeling aftappen openbare telecommunicatiewerken en -diensten"
"BWBR0012550"	"Blk 2001"
"BWBR0012550"	"Besl. luchtkwaliteit"
"BWBR0012598"	"Subsidieregeling Europees Sociaal Fonds-3"
"BWBR0012638"	"Besluit van 4 juli 2001, houdende nadere regels inzake de ambtshandelingen van gerechtsdeurwaarders en de tarieven"
"BWBR0012638"	"Besl. tarieven ambtshandelingen gerechtsdeurwaarders"
"BWBR0012649"	"Besl. wegslepen voertuigen"
"BWBR0012649"	"Besluit wegslepen voertuigen"
"BWBR0012673"	"Reglement erkenning fokkerijorganisaties paardachtigen 2001"
"BWBR0012701"	"Wet van 16 juli 2001, houdende tijdelijke regels inzake het raadgevend correctief referendum"
"BWBR0012727"	"Bouwbesl. 2003"
"BWBR0012778"	"Besluit van 23 augustus 2001, houdende bepalingen omtrent de bemanning van zeeschepen in de handelsvaart en de zeilvaart  vervanging van: Uitvoeringsbesluit ex artikel 2 Wet op de Zeevaartdiploma's 1935 (1937)"
"BWBR0012782"	"Besluit vaststelling subsidie"
"BWBR0012782"	"Besluit van 24 augustus 2001, houdende regels inzake het vaststellen van de verleende subsidie aan gemeenten voor de uitvoering van de Wet sociale werkvoorziening"
"BWBR0012791"	"Besl. DNA-onderzoek in strafzaken"
"BWBR0012791"	"Besluit DNA-onderzoeken in strafzaken"
"BWBR0012791"	"Besluit DNA-onderzoeken in strafzaken 2001"
"BWBR0012828"	"Besluit van 18 september 2001, houdende vaststelling van het landelijk beleidskader inzake het gemeentelijk onderwijsachterstandenbeleid (Besluit landelijk beleidskader gemeentelijk onderwijsachterstandenbeleid 2002-2006)"
"BWBR0012859"	"Wet van 27 september 2001 tot aanpassing van wetten in verband met de vervanging van de gulden door de euro"
"BWBR0013001"	"Verordening van het Productschap Tuinbouw van 14 november 2000, houdende de vaststelling van regels over de registratie van gewasbeschermingsmiddelen bij de onbedekte teelt"
"BWBR0013008"	"AWAZ"
"BWBR0013008"	"WAZORG"
"BWBR0013029"	"Besl. aanstellingskeuringen"
"BWBR0013042"	"Beleidsregel arbeidsomstandighedenwetgeving"
"BWBR0013042"	"Beleidsregels Arbeidsomstandighedenwet"
"BWBR0013042"	"Beleidsregels Arbeidsomstandighedenwetgeving 1999"
"BWBR0013042"	"Beleidsregels Arbeidsomstandighedenwetgeving 2002"
"BWBR0013047"	"Besl. zand- en lössgronden"
"BWBR0013061"	"Wet van 29 november 2001 tot invoering van de Wet structuur uitvoeringsorganisatie werk en inkomen"
"BWBR0013061"	"Invoeringswet Wet SUWI"
"BWBR0013071"	"Regels inwisseling guldenmunten"
